unique_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
100730,Psyche (Deity) (Earth-616),\/Psyche_(Deity)_(Earth-616),,Good Characters,White Eyes,Silver Hair,Female Characters,,Living Characters,,Apr-92,1992
28084,Simon Williams (Doppelganger) (Earth-616),\/Simon_Williams_(Doppelganger)_(Earth-616),,,,,Male Characters,,Living Characters,,Sep-92,1992
557947,Slaine (Hellbent) (Earth-616),\/Slaine_(Hellbent)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Nov-92,1992
43142,Smoke Scream (Earth-616),\/Smoke_Scream_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,,Mar-92,1992
489376,William Cash (Earth-616),\/William_Cash_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,May-92,1992
18787,Yuri Trifanov (Earth-616),\/Yuri_Trifanov_(Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,,Nov-92,1992
6190,Adora (Clone) (Earth-616),\/Adora_(Clone)_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,,Nov-93,1993
62360,Angel of Death (Dark Angel) (Earth-7888),\/Angel_of_Death_(Dark_Angel)_(Earth-7888),,,,,,,Living Characters,,Apr-93,1993
437236,Bramble (Hellbent) (Earth-616),\/Bramble_(Hellbent)_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,,May-93,1993
30255,C'efn (Earth-616),\/C%27efn_(Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Deceased Characters,,Sep-93,1993
51083,Cernunnos (Earth-616),\/Cernunnos_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Jun-93,1993
557934,Dawn (Hellbent) (Earth-616),\/Dawn_(Hellbent)_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,,Dec-93,1993
30711,Duke O'Dowd (Earth-616),\/Duke_O%27Dowd_(Earth-616),Secret Identity,,White Eyes,Red Hair,Male Characters,,Living Characters,,Jun-93,1993
35912,Fang (Shi'ar Prisoner) (Earth-616),\/Fang_(Shi%27ar_Prisoner)_(Earth-616),,Bad Characters,Red Eyes,Brown Hair,Female Characters,,Deceased Characters,,Sep-93,1993
241261,H'rpra (Earth-616),\/H%27rpra_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,,Feb-93,1993
36946,Jarakk (Earth-616),\/Jarakk_(Earth-616),,,,,Male Characters,,Living Characters,,Sep-93,1993
404689,Meer'lyn (Earth-616),\/Meer%27lyn_(Earth-616),Secret Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,,Jul-93,1993
477011,Norman Zachos (Earth-616),\/Norman_Zachos_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Apr-93,1993
288309,Oracle (Warbird) (Earth-616),\/Oracle_(Warbird)_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,,Dec-93,1993
468148,Paco Montoya (Earth-616),\/Paco_Montoya_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Sep-93,1993
171412,Parasite (Lilin) (Earth-616),\/Parasite_(Lilin)_(Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,,Sep-93,1993
27129,Pura-Shamutra (Earth-616),\/Pura-Shamutra_(Earth-616),,,Red Eyes,No Hair,,,Living Characters,,Sep-93,1993
701964,Sam Pritchard (Earth-616),\/Sam_Pritchard_(Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,,Nov-93,1993
91896,Stuart Sarris (Earth-616),\/Stuart_Sarris_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,,Nov-93,1993
507243,Syth'kach (Earth-616),\/Syth%27kach_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Deceased Characters,,Nov-93,1993
498813,T.K.O. (Earth-616),\/T.K.O._(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,,Jul-93,1993
54891,Taranis (Earth-616),\/Taranis_(Earth-616),,,,Blue Hair,Male Characters,,Living Characters,,Jun-93,1993
36276,Tartessus (Earth-616),\/Tartessus_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,,Mar-93,1993
64629,Tommy Webster (Earth-616),\/Tommy_Webster_(Earth-616),,,,Blond Hair,Male Characters,,Living Characters,,Jul-93,1993
19336,Tudo Sukoto (Earth-616),\/Tudo_Sukoto_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,,Nov-93,1993
13091,Valkyrie (Thor's Madness Embodied) (Earth-616),\/Valkyrie_(Thor%27s_Madness_Embodied)_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,,Mar-93,1993
43270,VOR\/TEX (Earth-616),\/VOR\/TEX_(Earth-616),,Bad Characters,,,,,Living Characters,,Feb-93,1993
37007,Agent 13 (Hydra Agent) (Earth-616),\/Agent_13_(Hydra_Agent)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Jul-94,1994
18465,Agent Simon (Earth-616),\/Agent_Simon_(Earth-616),Secret Identity,,Black Eyes,Blue Hair,Male Characters,,Living Characters,,Mar-94,1994
239856,Arm'Cheddon (Earth-616),\/Arm%27Cheddon_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,,Jan-94,1994
171429,Bloodthirst (Earth-616),\/Bloodthirst_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Apr-94,1994
235985,Chandra O'Keefe (Earth-616),\/Chandra_O%27Keefe_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,,Jun-94,1994
255374,Chief O'Grady (Earth-616),\/Chief_O%27Grady_(Earth-616),,Good Characters,,Red Hair,Male Characters,,Living Characters,,Oct-94,1994
530074,Dante (Shadow Consortium) (Earth-616),\/Dante_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Nov-94,1994
346516,Eleanor Grey (Earth-616),\/Eleanor_Grey_(Earth-616),,,,Brown Hair,Female Characters,,Deceased Characters,,Jan-94,1994
506909,Fath'raj (Earth-616),\/Fath%27raj_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994
46778,Green Myrrdin (Earth-616),\/Green_Myrrdin_(Earth-616),,,,,Male Characters,,Living Characters,,Jan-94,1994
247323,H.R. O'Damia (Earth-616),\/H.R._O%27Damia_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,,Jun-94,1994
530077,Herb (Shadow Consortium) (Earth-616),\/Herb_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Aug-94,1994
484820,Herbert Landon (Earth-616),\/Herbert_Landon_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,,Mar-94,1994
93209,Javelynne (Earth-616),\/Javelynne_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,,Jan-94,1994
557953,Krunch (Earth-616),\/Krunch_(Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,,Jan-94,1994
29880,L'Deroh (Earth-616),\/L%27Deroh_(Earth-616),,,,,Male Characters,,Living Characters,,Jun-94,1994
530078,Leo (Shadow Consortium) (Earth-616),\/Leo_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Aug-94,1994
511410,Leotard Hammer (Earth-616),\/Leotard_Hammer_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,,Jul-94,1994
346515,Malkin Grey (Earth-616),\/Malkin_Grey_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,,Jan-94,1994
530073,Maxov (Earth-616),\/Maxov_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,,Sep-94,1994
745465,May Reilly (Impostor) (Earth-616),\/May_Reilly_(Impostor)_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Female Characters,,Deceased Characters,,Aug-94,1994
18185,N'Kano (Earth-616),\/N%27Kano_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Aug-94,1994
508024,Nirvana (Deviant) (Earth-616),\/Nirvana_(Deviant)_(Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,,Jul-94,1994
507251,Ou'zli (Earth-616),\/Ou%27zli_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994
105332,Paul (Cat's Eye) (Earth-616),\/Paul_(Cat%27s_Eye)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Jun-94,1994
432246,Phzzzrrzztlzzzz (Earth-616),\/Phzzzrrzztlzzzz_(Earth-616),,,,,,,Living Characters,,Sep-94,1994
530075,Planner (Shadow Consortium) (Earth-616),\/Planner_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Sep-94,1994
86173,Q'Wake (Earth-616),\/Q%27Wake_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Dec-94,1994
557956,Ripper (Hellbent) (Earth-616),\/Ripper_(Hellbent)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Jan-94,1994
507244,Shy'tarra (Earth-616),\/Shy%27tarra_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994
29918,Shym'r (Earth-616),\/Shym%27r_(Earth-616),Public Identity,Good Characters,,Blue Hair,Female Characters,,Living Characters,,Jun-94,1994
507245,Si'ani (Earth-616),\/Si%27ani_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994
704207,Simone Jackson (Earth-616),\/Simone_Jackson_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,,Feb-94,1994
557958,Slime (Hellbent) (Earth-616),\/Slime_(Hellbent)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Feb-94,1994
511168,Steppin' Razor (Earth-616),\/Steppin%27_Razor_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Oct-94,1994
83887,Sultan (Temasika) (Earth-616),\/Sultan_(Temasika)_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,,Sep-94,1994
18486,T'kyll Alabar (Earth-616),\/T%27kyll_Alabar_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Sep-94,1994
121314,Tas'Wzta (Earth-616),\/Tas%27Wzta_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,,Jan-94,1994
557960,Vault (Hellbent) (Earth-616),\/Vault_(Hellbent)_(Earth-616),Secret Identity,,,Blond Hair,Male Characters,,Living Characters,,Jan-94,1994
19569,Zahvut Dragunov (Earth-616),\/Zahvut_Dragunov_(Earth-616),,Neutral Characters,,,Male Characters,,Deceased Characters,,Sep-94,1994
18496,A'kane (Earth-616),\/A%27kane_(Earth-616),No Dual Identity,,,Black Hair,Female Characters,,Deceased Characters,,Dec-95,1995
18431,Agamemnon (Dog) (Earth-616),\/Agamemnon_(Dog)_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,,May-95,1995
18502,Aldo (Earth-616),\/Aldo_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Sep-95,1995
402232,Avian (Inhuman) (Earth-616),\/Avian_(Inhuman)_(Earth-616),,,,,Male Characters,,Living Characters,,May-95,1995
705608,Batch-13 (Earth-616),\/Batch-13_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Agender Characters,,Living Characters,,Feb-95,1995
425899,Blaast (Earth-616),\/Blaast_(Earth-616),No Dual Identity,Good Characters,,No Hair,Male Characters,,Living Characters,,May-95,1995
506907,D'rehn (Earth-616),\/D%27rehn_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Oct-95,1995
555669,Ghant (Earth-616),\/Ghant_(Earth-616),Public Identity,,,Grey Hair,Male Characters,,Living Characters,,Dec-95,1995
121319,Grot (Earth-616),\/Grot_(Earth-616),,Good Characters,,,,,Living Characters,,Mar-95,1995
16495,Hound (Humanity's Last Stand) (Earth-616),\/Hound_(Humanity%27s_Last_Stand)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,,Jul-95,1995
507270,K'rin (Earth-616),\/K%27rin_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,,Aug-95,1995
21605,Khatylis (Earth-616),\/Khatylis_(Earth-616),,,,White Hair,Male Characters,,Living Characters,,Aug-95,1995
558168,Kitang (Earth-616),\/Kitang_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,,May-95,1995
113949,Komodo (Animen) (Earth-616),\/Komodo_(Animen)_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,,Nov-95,1995
507279,Lyth'ka (Earth-616),\/Lyth%27ka_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Dec-95,1995
507284,Mylz-ob'ryn (Earth-616),\/Mylz-ob%27ryn_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Dec-95,1995
79058,N'Kano Sr (Earth-616),\/N%27Kano_Sr_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,,Mar-95,1995
25001,Nezaral (Earth-616),\/Nezaral_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,,Feb-95,1995
674313,Payne (Earth-616),\/Payne_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,,May-95,1995
259029,Price's Clone Men (Earth-616),\/Price%27s_Clone_Men_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,,Oct-95,1995
533191,Rok (Earth-616),\/Rok_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,,May-95,1995
507242,T'Cahr (Earth-616),\/T%27Cahr_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Oct-95,1995
121316,Torthar (Earth-616),\/Torthar_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,,Mar-95,1995
706223,Whyte (Earth-616),\/Whyte_(Earth-616),No Dual Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,,Jun-95,1995
423283,Z'oofrey Grasswind (Earth-616),\/Z%27oofrey_Grasswind_(Earth-616),,,,,Female Characters,,Living Characters,,Dec-95,1995
126093,Al-Khalad (Earth-616),\/Al-Khalad_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,May-96,1996
18500,Alchemist (Earth-616),\/Alchemist_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,,Female Characters,,Living Characters,,Sep-96,1996
555659,Andrex (Earth-616),\/Andrex_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,,Feb-96,1996
606767,Angel (Fortunato's pet wolf) (Earth-616),\/Angel_(Fortunato%27s_pet_wolf)_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,,Jul-96,1996
13222,Antonio Rey (Earth-616),\/Antonio_Rey_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Apr-96,1996
44639,Bounty (Karidian) (Earth-616),\/Bounty_(Karidian)_(Earth-616),,,,,Male Characters,,Living Characters,,Dec-96,1996
281454,Brandon Blake (Earth-616),\/Brandon_Blake_(Earth-616),,,,,Male Characters,,Living Characters,,Apr-96,1996
19496,Catherine D'Antan (Earth-616),\/Catherine_D%27Antan_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,,May-96,1996
113450,Conner O'Reilly (Heroes Reborn) (Earth-616),\/Conner_O%27Reilly_(Heroes_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Sep-96,1996
240088,Cornelia van der Valk (Earth-616),\/Cornelia_van_der_Valk_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
408005,Debra Crovi (Earth-616),\/Debra_Crovi_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
68902,Dolph Dongen (Earth-616),\/Dolph_Dongen_(Earth-616),,,,,Male Characters,,Living Characters,,Apr-96,1996
68918,Dragonfly (Euroforce) (Earth-616),\/Dragonfly_(Euroforce)_(Earth-616),,,,,,,Living Characters,,Apr-96,1996
68919,Emilie Scholz (Earth-616),\/Emilie_Scholz_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
1920,Geyr Kluge (Earth-616),\/Geyr_Kluge_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Apr-96,1996
555672,Grundok (Earth-616),\/Grundok_(Earth-616),,,,Bald,Male Characters,,Living Characters,,May-96,1996
68920,Hamish Carlyle (Earth-616),\/Hamish_Carlyle_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Apr-96,1996
726905,Iman Dashire (Earth-616),\/Iman_Dashire_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,,Apr-96,1996
13220,Jane Melville (Earth-616),\/Jane_Melville_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
260694,Jay Burnell (Earth-616),\/Jay_Burnell_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Dec-96,1996
625370,Jonath (Earth-616),\/Jonath_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,,Feb-96,1996
507257,K'illace (Earth-616),\/K%27illace_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Dec-96,1996
243138,K'kkt (Earth-616),\/K%27kkt_(Earth-616),,Good Characters,,,,,Living Characters,,Feb-96,1996
182976,Kl'rt (Heroes Reborn) (Earth-616),\/Kl%27rt_(Heroes_Reborn)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,,Nov-96,1996
558325,Kristine Calverly (Earth-616),\/Kristine_Calverly_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,,Dec-96,1996
494323,Landar (Earth-616),\/Landar_(Earth-616),,Good Characters,,Purple Hair,Male Characters,,Living Characters,,Feb-96,1996
260693,Mark Randall (Earth-616),\/Mark_Randall_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Oct-96,1996
18641,Melissa White (Earth-616),\/Melissa_White_(Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,,Feb-96,1996
13219,Michele Argento (Earth-616),\/Michele_Argento_(Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Living Characters,,Apr-96,1996
281458,Nicholas Blake (Earth-616),\/Nicholas_Blake_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Apr-96,1996
288907,Orthus (Heroes Reborn) (Earth-616),\/Orthus_(Heroes_Reborn)_(Earth-616),Public Identity,Good Characters,Black Eyes,Green Hair,Male Characters,,Living Characters,,Dec-96,1996
89635,Pepper (Salt & Pepper) (Earth-616),\/Pepper_(Salt_%26_Pepper)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,,May-96,1996
26079,Pulse (Kree Cyborg) (Earth-616),\/Pulse_(Kree_Cyborg)_(Earth-616),,,,,,,Living Characters,,Oct-96,1996
89634,Salt (Salt & Pepper) (Earth-616),\/Salt_(Salt_%26_Pepper)_(Earth-616),,,,,,,Living Characters,,May-96,1996
97844,Sentinel (Daria) (Earth-616),\/Sentinel_(Daria)_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,,Oct-96,1996
13221,Silvie Rouge (Earth-616),\/Silvie_Rouge_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
555701,Stenth (Earth-616),\/Stenth_(Earth-616),,,,,Male Characters,,Living Characters,,Jan-96,1996
555703,Trantor (Earth-616),\/Trantor_(Earth-616),,,,,Male Characters,,Living Characters,,Feb-96,1996
18639,Vickie White (Earth-616),\/Vickie_White_(Earth-616),Public Identity,,Blue Eyes,Brown Hair,Female Characters,,Living Characters,,Feb-96,1996
555704,Wrytgrig (Earth-616),\/Wrytgrig_(Earth-616),,,,Purple Hair,Male Characters,,Living Characters,,May-96,1996
508398,Yahnos Tr'morr (Earth-616),\/Yahnos_Tr%27morr_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Oct-96,1996
477298,Za'ken (Earth-616),\/Za%27ken_(Earth-616),,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,May-96,1996
85037,A'yin (Earth-616),\/A%27yin_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,,Mar-97,1997
347233,Bruno Hagan (Heroes Reborn) (Earth-616),\/Bruno_Hagan_(Heroes_Reborn)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Jun-97,1997
483377,Colonel St. Lawrence (Earth-616),\/Colonel_St._Lawrence_(Earth-616),Public Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,,Dec-97,1997
68887,D'Gard (Earth-616),\/D%27Gard_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Deceased Characters,,Oct-97,1997
706068,Frog-Man (Earth-616),\/Frog-Man_(Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,,Apr-97,1997
507275,K'toth (Earth-616),\/K%27toth_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jun-97,1997
116258,Kylie Kopelkin (Earth-616),\/Kylie_Kopelkin_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,,Jan-97,1997
558326,Megan O'Toole (Earth-616),\/Megan_O%27Toole_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,,Feb-97,1997
260696,Molly Peterson (Earth-616),\/Molly_Peterson_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,,Jan-97,1997
86170,Ra'al (Earth-616),\/Ra%27al_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,,Mar-97,1997
19967,Shatterhead (Earth-616),\/Shatterhead_(Earth-616),,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,,Feb-97,1997
27040,W'Kandro (Earth-616),\/W%27Kandro_(Earth-616),,,,,Male Characters,,Living Characters,,Feb-97,1997
18423,Agent 9 (Earth-616),\/Agent_9_(Earth-616),,,,Brown Hair,Male Characters,,Deceased Characters,,Sep-98,1998
349983,Antoro (Earth-616),\/Antoro_(Earth-616),,,,Blond Hair,Male Characters,,Living Characters,,Jul-98,1998
15976,B'arr (Earth-616),\/B%27arr_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Jan-98,1998
243262,Brady O'Neil (Earth-616),\/Brady_O%27Neil_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,,Jul-98,1998
622647,C'hin (Earth-616),\/C%27hin_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Bald,Male Characters,,Living Characters,,Jan-98,1998
641787,Chulyen (Earth-616),\/Chulyen_(Earth-616),,,,,,,Living Characters,,Jul-98,1998
724404,Cleito (Earth-616),\/Cleito_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,,Jul-98,1998
748988,Dominique Levant (Earth-616),\/Dominique_Levant_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,,Nov-98,1998
622645,M'stapha (Earth-616),\/M%27stapha_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,,Living Characters,,Jan-98,1998
116774,Mark Ewing (Earth-616),\/Mark_Ewing_(Earth-616),,,,,Male Characters,,Living Characters,,Feb-98,1998
16755,Mercury (Cerebro's X-Men) (Earth-616),\/Mercury_(Cerebro%27s_X-Men)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Oct-98,1998
321442,S'met'kth (Earth-616),\/S%27met%27kth_(Earth-616),,,,,,,Living Characters,,Dec-98,1998
622664,S'pyke (Earth-616),\/S%27pyke_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Jan-98,1998
30925,Sn'Tlo (Earth-616),\/Sn%27Tlo_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Variable Hair,Male Characters,,Living Characters,,Mar-98,1998
641825,Tu (Karel's Friend) (Earth-616),\/Tu_(Karel%27s_Friend)_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,,Aug-98,1998
672382,Virginia Romita (Earth-616),\/Virginia_Romita_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Mar-98,1998
18652,Worm-Digger (Earth-616),\/Worm-Digger_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Nov-98,1998
18659,Wynona Wingfoot (Earth-616),\/Wynona_Wingfoot_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Jan-98,1998
681494,Ajes'ha (Earth-616),\/Ajes%27ha_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,,Jul-99,1999
18230,Ce'Athauna Asira Davin (Earth-616),\/Ce%27Athauna_Asira_Davin_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,,Dec-99,1999
710505,Colleen O'Shaugnessy (Earth-616),\/Colleen_O%27Shaugnessy_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Feb-99,1999
27046,D'Chel (Earth-616),\/D%27Chel_(Earth-616),,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,,Jan-99,1999
681774,Ernesto & Luigi Gambonno (Earth-98121),\/Ernesto_%26_Luigi_Gambonno_(Earth-98121),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,,Jul-99,1999
555854,Frank Dallas (Earth-616),\/Frank_Dallas_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,,Dec-99,1999
555855,Joe Spencer (Earth-616),\/Joe_Spencer_(Earth-616),,,,Brown Hair,Male Characters,,Living Characters,,Dec-99,1999
605229,M'Reel (Earth-616),\/M%27Reel_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Sep-99,1999
555856,Nathan Paul (Earth-616),\/Nathan_Paul_(Earth-616),,,,,Male Characters,,Living Characters,,Dec-99,1999
16073,Reno (Secret Agent),\/Reno_(Secret_Agent),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,,Aug-99,1999
19290,Ry'lor (Earth-616),\/Ry%27lor_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,,Aug-99,1999
481578,Steven (Adrienne's husband) (Earth-616),\/Steven_(Adrienne%27s_husband)_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,,Aug-99,1999
468522,Threnody's child (Earth-616),\/Threnody%27s_child_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,,Dec-99,1999
18462,Agitator (Earth-616),\/Agitator_(Earth-616),,,,,,,Living Characters,,Apr-00,2000
30336,Archenemy (Earth-616),\/Archenemy_(Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,,Dec-00,2000
